time,theta,u,v,timestep_counter,drone,grid_x,grid_y,grid_z,seconds_after_takeoff
01:00:05,274.8668,-2.8069057,-2.3209689,6,drone90,55,129,4,5
01:00:10,274.87247,-2.6721292,-2.1809456,5,drone90,55,129,5,10
01:00:15,274.87924,-2.5268383,-1.9901731,5,drone90,55,124,7,15
01:00:20,274.88702,-2.367344,-1.7814186,4,drone90,60,123,9,20
01:00:25,274.9006,-2.1592822,-1.6051986,5,drone90,63,128,10,25
01:00:30,274.923,-1.9342679,-1.5383686,4,drone90,63,135,10,30
01:00:35,274.961,-1.7314174,-1.6226982,5,drone90,65,140,10,35
01:00:40,275.01428,-1.5435727,-1.8304665,5,drone90,66,147,10,40
01:00:45,275.05597,-1.3936712,-2.057806,5,drone90,67,153,10,45
01:00:50,275.0851,-1.3739713,-2.2888117,5,drone90,69,160,10,50
01:00:55,275.07855,-1.738313,-2.552464,5,drone90,70,167,10,55
01:01:00,275.00906,-2.3922586,-2.7414067,5,drone90,71,173,10,60
01:01:05,274.94308,-2.625693,-2.8315651,4,drone90,72,179,10,65
01:01:10,274.90192,-2.489951,-2.912016,5,drone90,73,185,10,70
01:01:15,274.88425,-2.3919635,-3.0079126,4,drone90,75,192,10,75
01:01:20,274.87973,-2.393491,-3.1208198,5,drone90,76,198,10,80
01:01:25,274.87225,-2.406085,-3.1788483,4,drone90,77,203,10,85
01:01:30,274.87103,-2.4333377,-3.1707149,5,drone90,78,209,10,90
01:01:35,274.8798,-2.4924293,-3.069558,4,drone90,79,215,10,95
01:01:40,274.912,-2.494853,-2.8226564,5,drone90,80,221,10,100
01:01:45,274.95026,-2.354732,-2.579427,5,drone90,82,226,10,105
01:01:50,275.00174,-2.5757167,-2.7410069,6,drone90,83,232,10,110
01:01:55,274.99695,-3.4537618,-3.382293,6,drone90,88,232,10,115
01:02:00,274.93057,-3.937627,-3.8779671,5,drone90,90,228,10,120
01:02:05,274.91537,-3.7618213,-4.1020575,5,drone90,90,224,10,125
01:02:10,274.88617,-3.5408347,-4.177092,6,drone90,90,219,10,130
01:02:15,274.85953,-3.380797,-4.1277,5,drone90,90,214,10,135
01:02:20,274.8477,-3.1494648,-4.071154,6,drone90,90,209,10,140
01:02:25,274.8554,-2.943056,-4.0684237,5,drone90,90,205,10,145
01:02:30,274.87668,-2.870107,-3.9707363,5,drone90,90,200,10,150
01:02:35,274.91086,-2.891896,-3.7844107,6,drone90,90,194,10,155
01:02:40,274.95148,-2.9322104,-3.6036649,5,drone90,90,189,10,160
01:02:45,274.9975,-2.8894048,-3.5171704,4,drone90,90,184,10,165
01:02:50,275.03793,-2.7958317,-3.6069708,4,drone90,90,178,10,170
01:02:55,275.0253,-2.7631927,-3.8553257,5,drone90,91,172,10,175
01:03:00,274.96265,-2.7985241,-3.905389,4,drone90,90,167,10,180
01:03:05,274.90848,-2.7506928,-3.7109318,5,drone90,90,162,10,185
