time,theta,u,v,timestep_counter,drone,grid_x,grid_y,grid_z,seconds_after_takeoff
01:00:05,284.0145,-2.684207,-5.795956,6,drone90,55,129,4,5
01:00:10,283.54697,-1.7913815,-6.8362746,6,drone90,55,129,5,10
01:00:15,283.332,-1.242631,-6.6607084,5,drone90,55,124,7,15
01:00:20,283.4899,-1.3816363,-6.2573013,6,drone90,60,123,9,20
01:00:25,283.3638,-1.7201505,-6.274613,6,drone90,63,128,10,25
01:00:30,283.25113,-1.6229284,-6.554654,5,drone90,63,135,10,30
01:00:35,283.42545,-1.3936378,-6.581238,6,drone90,65,140,10,35
01:00:40,283.67468,-1.0738131,-6.208904,6,drone90,66,147,10,40
01:00:45,283.84677,-1.1856849,-5.358166,6,drone90,67,153,10,45
01:00:50,284.05655,-2.8030698,-4.9684753,6,drone90,69,160,10,50
01:00:55,283.75366,-3.713485,-6.1231294,6,drone90,70,167,10,55
01:01:00,282.65268,-3.814493,-7.5438704,6,drone90,71,173,10,60
01:01:05,282.5629,-3.4819417,-7.063864,5,drone90,72,179,10,65
01:01:10,282.55737,-3.632512,-7.1233697,6,drone90,73,185,10,70
01:01:15,282.69742,-3.4775493,-7.5633717,6,drone90,75,192,10,75
01:01:20,282.73682,-3.3960373,-7.6344337,6,drone90,76,198,10,80
01:01:25,282.72562,-3.4049942,-7.524286,6,drone90,77,203,10,85
01:01:30,282.77975,-3.1826522,-7.697193,6,drone90,78,209,10,90
01:01:35,282.8324,-2.9164038,-8.113513,6,drone90,79,215,10,95
01:01:40,282.80643,-2.5137625,-8.2858,6,drone90,80,221,10,100
01:01:45,283.0336,-2.0745547,-8.052115,6,drone90,82,226,10,105
01:01:50,283.38928,-2.2876842,-7.765363,6,drone90,83,232,10,110
01:01:55,283.0544,-3.3754673,-7.5160995,6,drone90,88,232,10,115
01:02:00,282.56277,-2.9783268,-6.9141536,6,drone90,90,228,10,120
01:02:05,282.8026,-2.828544,-7.031952,6,drone90,90,224,10,125
01:02:10,282.8698,-2.7285545,-7.3408103,5,drone90,90,219,10,130
01:02:15,282.80347,-2.7781124,-7.4620233,6,drone90,90,214,10,135
01:02:20,282.72464,-2.9683182,-7.409607,5,drone90,90,209,10,140
01:02:25,282.7194,-3.3228133,-7.312921,6,drone90,90,205,10,145
01:02:30,282.82135,-3.5609207,-7.2582483,5,drone90,90,200,10,150
01:02:35,282.95987,-3.5570319,-7.3873487,6,drone90,90,194,10,155
01:02:40,282.77924,-3.5667765,-7.2042117,6,drone90,90,189,10,160
01:02:45,282.60098,-3.2637641,-6.595956,5,drone90,90,184,10,165
