time,theta,u,v,timestep_counter,drone,grid_x,grid_y,grid_z,seconds_after_takeoff
01:00:05,281.5449,0.005515857,2.7021143,3,drone90,55,129,4,5
01:00:10,281.5772,0.22612464,2.767868,3,drone90,55,129,5,10
01:00:15,281.61475,0.39284,2.787988,2,drone90,55,124,7,15
01:00:20,281.64957,0.50624233,2.7428086,3,drone90,60,123,9,20
01:00:25,281.6851,0.5688925,2.6386116,3,drone90,63,128,10,25
01:00:30,281.7184,0.5882032,2.5273683,3,drone90,63,135,10,30
01:00:35,281.73074,0.60856193,2.4281614,3,drone90,65,140,10,35
01:00:40,281.7012,0.6393977,2.334891,3,drone90,66,147,10,40
01:00:45,281.6438,0.6639442,2.2526243,3,drone90,67,153,10,45
01:00:50,281.5983,0.6706009,2.1937282,3,drone90,69,160,10,50
01:00:55,281.5821,0.6636591,2.1597414,2,drone90,70,167,10,55
01:01:00,281.57916,0.6507861,2.127131,3,drone90,71,173,10,60
01:01:05,281.58044,0.63610655,2.080888,3,drone90,72,179,10,65
01:01:10,281.58298,0.6279191,2.0359828,3,drone90,73,185,10,70
01:01:15,281.5859,0.6287054,2.0112514,2,drone90,75,192,10,75
01:01:20,281.58987,0.6390636,2.0068924,3,drone90,76,198,10,80
01:01:25,281.59552,0.6614479,2.0261288,3,drone90,77,203,10,85
01:01:30,281.60092,0.68059474,2.0636156,3,drone90,78,209,10,90
01:01:35,281.60403,0.68086684,2.0971956,2,drone90,79,215,10,95
01:01:40,281.60474,0.6652919,2.1239798,3,drone90,80,221,10,100
01:01:45,281.60287,0.6484415,2.1474476,3,drone90,82,226,10,105
01:01:50,281.59888,0.6590291,2.1649692,3,drone90,83,232,10,110
01:01:55,281.59396,0.7095444,2.1721604,3,drone90,88,232,10,115
01:02:00,281.59024,0.786689,2.1565993,3,drone90,90,228,10,120
01:02:05,281.58893,0.8522401,2.1228366,2,drone90,90,224,10,125
01:02:10,281.58878,0.90162635,2.0725515,3,drone90,90,219,10,130
01:02:15,281.58804,0.9278731,2.0033946,3,drone90,90,214,10,135
01:02:20,281.58566,0.9200482,1.9331583,3,drone90,90,209,10,140
01:02:25,281.58188,0.8902712,1.8638896,3,drone90,90,205,10,145
01:02:30,281.57748,0.8508629,1.7936753,3,drone90,90,200,10,150
01:02:35,281.57315,0.81088215,1.716622,3,drone90,90,194,10,155
01:02:40,281.56973,0.770401,1.6270996,3,drone90,90,189,10,160
01:02:45,281.5687,0.7230124,1.5239868,3,drone90,90,184,10,165
01:02:50,281.57166,0.662172,1.4110136,3,drone90,90,178,10,170
01:02:55,281.58093,0.5701867,1.274135,4,drone90,91,172,10,175
01:03:00,281.59488,0.46699533,1.1408818,3,drone90,90,167,10,180
01:03:05,281.61035,0.38469484,1.0359701,3,drone90,90,162,10,185
01:03:10,281.62646,0.3322513,0.95947284,2,drone90,90,158,10,190
01:03:15,281.64725,0.3107544,0.9028018,3,drone90,90,153,10,195
01:03:20,281.6784,0.33844697,0.87244874,3,drone90,90,149,10,200
01:03:25,281.7167,0.42734447,0.8937822,3,drone90,90,145,10,205
01:03:30,281.76627,0.5525978,0.95988816,3,drone90,90,141,10,210
01:03:35,281.8421,0.67285746,1.054715,3,drone90,90,137,10,215
01:03:40,281.9575,0.7627775,1.1572957,3,drone90,90,132,10,220
01:03:45,282.1067,0.82927495,1.2473599,3,drone90,90,128,10,225
01:03:50,282.25546,0.8892843,1.3134574,3,drone90,90,124,10,230
01:03:55,282.33023,0.9423618,1.3434447,3,drone90,90,119,10,235
01:04:00,282.25705,1.0028828,1.3333129,3,drone90,91,115,10,240
01:04:05,282.06277,1.1256407,1.3230251,3,drone90,91,111,10,245
01:04:10,281.91193,1.335517,1.3723645,3,drone90,91,107,10,250
01:04:15,281.92557,1.5390474,1.4618918,3,drone90,90,102,10,255
01:04:20,282.03528,1.6583613,1.5323375,3,drone90,91,97,10,260
01:04:25,282.10788,1.6992922,1.567109,3,drone90,91,93,10,265
01:04:30,282.07095,1.7112284,1.6015863,4,drone90,91,88,10,270
01:04:35,281.95822,1.7177706,1.6603988,3,drone90,91,83,10,275
01:04:40,281.8505,1.7157091,1.7317481,3,drone90,91,79,10,280
01:04:45,281.75418,1.6913203,1.8106755,3,drone90,91,74,10,285
01:04:50,281.67477,1.6297919,1.878418,3,drone90,91,68,10,290
01:04:55,281.6194,1.5218787,1.9073008,4,drone90,91,63,10,295
01:05:00,281.60703,1.4053255,1.8656077,3,drone90,91,58,10,300
01:05:05,281.61545,1.3049313,1.7762278,3,drone90,91,53,10,305
01:05:10,281.62503,1.2036892,1.6685381,3,drone90,91,48,10,310
01:05:15,281.63162,1.1040066,1.5742413,3,drone90,91,43,10,315
01:05:20,281.637,1.0139753,1.5101752,3,drone90,91,38,10,320
01:05:25,281.6425,0.9419174,1.4721104,3,drone90,91,33,10,325
01:05:30,281.64752,0.8840362,1.440362,4,drone90,91,29,10,330
01:05:35,281.64847,0.84489554,1.40051,3,drone90,91,24,10,335
01:05:40,281.64407,0.8150091,1.3494009,3,drone90,91,19,10,340
01:05:45,281.63638,0.77788234,1.2807945,3,drone90,89,15,10,345
01:05:50,281.6284,0.7309983,1.1952125,3,drone90,83,14,10,350
01:05:55,281.6232,0.6812139,1.094297,3,drone90,77,14,10,355
01:06:00,281.62375,0.64239603,0.9824736,3,drone90,75,19,10,360
01:06:05,281.63138,0.62753665,0.88794553,2,drone90,76,24,10,365
01:06:10,281.6511,0.6356378,0.8010681,3,drone90,76,30,10,370
01:06:15,281.69592,0.6731201,0.7140309,3,drone90,76,36,10,375
01:06:20,281.7714,0.7335867,0.6518876,3,drone90,76,42,10,380
01:06:25,281.87357,0.809788,0.61182946,3,drone90,76,48,10,385
01:06:30,281.97488,0.88980937,0.59049076,3,drone90,76,54,10,390
01:06:35,282.0381,0.95204633,0.58609664,2,drone90,76,61,10,395
01:06:40,282.06638,1.0127469,0.59610456,3,drone90,76,67,10,400
01:06:45,282.06036,1.1128696,0.62501764,3,drone90,76,73,10,405
01:06:50,282.0273,1.2880383,0.6699161,3,drone90,76,79,10,410
01:06:55,281.9876,1.481577,0.7163607,2,drone90,76,85,10,415
01:07:00,281.92264,1.6586475,0.76645374,3,drone90,76,91,10,420
01:07:05,281.8043,1.782258,0.8182171,3,drone90,76,97,10,425
01:07:10,281.68747,1.8218231,0.85545397,3,drone90,76,103,10,430
01:07:15,281.6502,1.8437124,0.8770606,2,drone90,75,108,10,435
01:07:20,281.67825,1.883423,0.8852002,3,drone90,76,114,10,440
01:07:25,281.73727,1.9345455,0.87416846,3,drone90,76,120,10,445
01:07:30,281.7719,1.9533066,0.8612883,3,drone90,76,126,10,450
01:07:35,281.76193,1.9414186,0.879435,3,drone90,75,132,10,455
01:07:40,281.7368,1.9309077,0.9225526,2,drone90,75,138,10,460
01:07:45,281.71643,1.9347905,0.9741346,3,drone90,75,145,10,465
01:07:50,281.7084,1.9485561,1.0194279,3,drone90,75,152,10,470
01:07:55,281.7158,1.9424214,1.040985,3,drone90,75,158,10,475
01:08:00,281.73172,1.8854078,1.0627608,3,drone90,75,165,10,480
01:08:05,281.7527,1.7938291,1.1000875,2,drone90,75,172,10,485
01:08:10,281.78976,1.6672686,1.157817,3,drone90,75,178,10,490
01:08:15,281.86523,1.501309,1.224349,3,drone90,75,184,10,495
01:08:20,281.9577,1.3878231,1.2523024,2,drone90,75,191,10,500
01:08:25,282.06558,1.3406507,1.2439624,3,drone90,75,197,10,505
01:08:30,282.1838,1.3788656,1.2088009,3,drone90,75,204,10,510
01:08:35,282.25778,1.4938346,1.187574,3,drone90,75,211,10,515
01:08:40,282.2705,1.5950067,1.2144885,2,drone90,75,217,10,520
01:08:45,282.2311,1.6536765,1.2947916,3,drone90,75,224,10,525
01:08:50,282.13022,1.6706605,1.4072005,3,drone90,74,230,10,530
01:08:55,281.9917,1.6768671,1.4536892,3,drone90,69,231,10,535
01:09:00,281.87354,1.6960359,1.4120786,2,drone90,64,231,10,540
