time,theta,u,v,timestep_counter,drone,grid_x,grid_y,grid_z,seconds_after_takeoff
01:00:05,285.27057,-1.4702827,3.7880325,4,drone90,55,129,4,5
01:00:10,285.33908,-1.4600719,4.0314975,4,drone90,55,129,5,10
01:00:15,285.3758,-1.4764967,4.1426816,4,drone90,55,124,7,15
01:00:20,285.3644,-1.3999662,4.236066,5,drone90,60,123,9,20
01:00:25,285.3647,-1.3195544,4.380178,4,drone90,63,128,10,25
01:00:30,285.33096,-1.304653,4.4369154,5,drone90,63,135,10,30
01:00:35,285.30643,-1.3016016,4.4362903,4,drone90,65,140,10,35
01:00:40,285.29376,-1.2910252,4.420122,4,drone90,66,147,10,40
01:00:45,285.28058,-1.308346,4.338826,5,drone90,67,153,10,45
01:00:50,285.2682,-1.3928111,4.113795,4,drone90,69,160,10,50
01:00:55,285.2548,-1.5123594,3.8089433,4,drone90,70,167,10,55
01:01:00,285.2439,-1.5891788,3.4705281,5,drone90,71,173,10,60
01:01:05,285.24106,-1.5906168,3.2139463,4,drone90,72,179,10,65
01:01:10,285.24194,-1.5588636,3.0577745,4,drone90,73,185,10,70
01:01:15,285.24396,-1.4926101,2.9077466,5,drone90,75,192,10,75
01:01:20,285.24747,-1.4014145,2.7529624,4,drone90,76,198,10,80
01:01:25,285.25388,-1.3093421,2.5950778,5,drone90,77,203,10,85
01:01:30,285.26437,-1.242167,2.440546,4,drone90,78,209,10,90
01:01:35,285.2817,-1.2193544,2.2873714,5,drone90,79,215,10,95
01:01:40,285.3078,-1.2355576,2.130418,4,drone90,80,221,10,100
01:01:45,285.33643,-1.2569513,1.9864467,4,drone90,82,226,10,105
01:01:50,285.36365,-1.2425363,1.8425359,4,drone90,83,232,10,110
01:01:55,285.38666,-1.1497166,1.6932663,5,drone90,88,232,10,115
01:02:00,285.39853,-1.0055292,1.58165,4,drone90,90,228,10,120
01:02:05,285.39792,-0.8651255,1.5206217,5,drone90,90,224,10,125
01:02:10,285.38687,-0.76017416,1.4991105,5,drone90,90,219,10,130
01:02:15,285.37656,-0.7412197,1.5324585,4,drone90,90,214,10,135
01:02:20,285.3754,-0.8268717,1.6379693,5,drone90,90,209,10,140
01:02:25,285.38104,-0.97594935,1.7822133,4,drone90,90,205,10,145
01:02:30,285.38828,-1.1027308,1.8724358,5,drone90,90,200,10,150
01:02:35,285.39758,-1.1719955,1.872818,5,drone90,90,194,10,155
01:02:40,285.4073,-1.168132,1.8069632,4,drone90,90,189,10,160
01:02:45,285.42154,-1.1147841,1.7222849,5,drone90,90,184,10,165
01:02:50,285.4488,-1.0331757,1.6436685,4,drone90,90,178,10,170
01:02:55,285.50604,-0.9166604,1.580931,5,drone90,91,172,10,175
01:03:00,285.62787,-0.71800727,1.553293,5,drone90,90,167,10,180
01:03:05,285.79538,-0.45793366,1.5903821,4,drone90,90,162,10,185
01:03:10,285.97488,-0.12660688,1.6682335,5,drone90,90,158,10,190
01:03:15,286.12146,0.26073566,1.7164959,4,drone90,90,153,10,195
01:03:20,286.24823,0.67294693,1.6851938,5,drone90,90,149,10,200
01:03:25,286.41443,0.8999331,1.6364074,4,drone90,90,145,10,205
01:03:30,286.5883,0.47836104,1.7328007,5,drone90,90,141,10,210
01:03:35,286.61847,-0.46753028,2.0908215,4,drone90,90,137,10,215
01:03:40,286.424,-1.0419273,2.6077535,4,drone90,90,132,10,220
01:03:45,286.14587,-0.9094283,3.010852,4,drone90,90,128,10,225
01:03:50,286.1559,-0.5749949,3.1929846,5,drone90,90,124,10,230
01:03:55,286.44177,-0.70768976,3.4679036,4,drone90,90,119,10,235
01:04:00,286.26324,-1.056576,3.9370718,4,drone90,91,115,10,240
01:04:05,285.5358,-1.0898997,4.328279,5,drone90,91,111,10,245
01:04:10,285.29144,-1.0673059,4.349551,4,drone90,91,107,10,250
01:04:15,285.3797,-1.4064531,4.203065,4,drone90,90,102,10,255
01:04:20,285.36053,-1.5650947,3.9637966,4,drone90,91,97,10,260
01:04:25,285.4041,-1.5897833,4.0330935,4,drone90,91,93,10,265
01:04:30,285.45877,-1.8143661,4.544526,4,drone90,91,88,10,270
01:04:35,285.3804,-1.9684747,4.8357987,5,drone90,91,83,10,275
01:04:40,285.372,-1.8353639,4.7242107,4,drone90,91,79,10,280
01:04:45,285.43604,-1.6155732,4.5292745,4,drone90,91,74,10,285
01:04:50,285.5033,-1.3832396,4.2474265,5,drone90,91,68,10,290
01:04:55,285.58038,-1.2509673,4.03443,4,drone90,91,63,10,295
01:05:00,285.68433,-1.230418,3.9682288,4,drone90,91,58,10,300
01:05:05,285.8731,-1.2099701,3.981997,5,drone90,91,53,10,305
