time,theta,u,v,timestep_counter,drone,grid_x,grid_y,grid_z,seconds_after_takeoff
01:00:05,275.59494,-0.05253703,-5.1844506,5,drone90,55,129,4,5
01:00:10,275.67,0.12262137,-4.9674845,5,drone90,55,129,5,10
01:00:15,275.65845,0.049733497,-4.773369,5,drone90,55,124,7,15
01:00:20,275.57935,-0.15777545,-4.7081156,5,drone90,60,123,9,20
01:00:25,275.46884,-0.34162724,-4.731519,5,drone90,63,128,10,25
01:00:30,275.37698,-0.4413951,-4.756313,5,drone90,63,135,10,30
01:00:35,275.3399,-0.56441784,-4.688142,4,drone90,65,140,10,35
01:00:40,275.3604,-0.6718093,-4.468475,5,drone90,66,147,10,40
01:00:45,275.42566,-0.60121745,-4.204723,5,drone90,67,153,10,45
01:00:50,275.4706,-0.45163333,-4.1366715,4,drone90,69,160,10,50
01:00:55,275.586,-0.15670188,-4.2324634,5,drone90,70,167,10,55
01:01:00,275.9229,0.5232655,-4.21286,5,drone90,71,173,10,60
01:01:05,276.22638,0.9623451,-3.9127705,4,drone90,72,179,10,65
01:01:10,276.16525,0.74525374,-3.8103833,5,drone90,73,185,10,70
01:01:15,275.8199,0.58222234,-4.0001326,4,drone90,75,192,10,75
01:01:20,275.57248,0.80252284,-4.0753202,5,drone90,76,198,10,80
01:01:25,275.5087,0.9137605,-4.147037,5,drone90,77,203,10,85
01:01:30,275.51422,0.91703516,-4.354209,4,drone90,78,209,10,90
01:01:35,275.52206,0.9528793,-4.494873,5,drone90,79,215,10,95
01:01:40,275.5504,1.0417068,-4.4698725,4,drone90,80,221,10,100
01:01:45,275.63058,1.0896199,-4.4902115,5,drone90,82,226,10,105
01:01:50,275.72342,0.76641905,-4.6547,4,drone90,83,232,10,110
01:01:55,275.73752,-0.0016238451,-4.744447,5,drone90,88,232,10,115
01:02:00,275.65726,-0.55070984,-4.46099,4,drone90,90,228,10,120
01:02:05,275.67447,-0.7550084,-4.005949,5,drone90,90,224,10,125
01:02:10,275.74686,-0.60223407,-3.648718,4,drone90,90,219,10,130
01:02:15,275.89172,-0.18277994,-3.417665,5,drone90,90,214,10,135
01:02:20,276.11734,0.1669782,-3.4121385,5,drone90,90,209,10,140
01:02:25,276.34683,0.15692909,-3.6863916,4,drone90,90,205,10,145
01:02:30,276.38556,0.05645585,-4.2557325,5,drone90,90,200,10,150
01:02:35,275.75146,0.08140452,-4.915042,5,drone90,90,194,10,155
01:02:40,275.4517,0.22265477,-5.0229754,5,drone90,90,189,10,160
01:02:45,275.46985,0.22242418,-5.229246,4,drone90,90,184,10,165
01:02:50,275.37225,0.041407984,-5.107614,5,drone90,90,178,10,170
01:02:55,275.33392,-0.10621718,-4.7498755,5,drone90,91,172,10,175
01:03:00,275.32547,-0.16956376,-4.419748,5,drone90,90,167,10,180
01:03:05,275.31137,-0.1355705,-4.091775,4,drone90,90,162,10,185
01:03:10,275.33612,-0.042152036,-4.054193,5,drone90,90,158,10,190
01:03:15,275.4467,0.07639982,-4.494523,5,drone90,90,153,10,195
01:03:20,275.49777,0.17734998,-4.9911637,5,drone90,90,149,10,200
01:03:25,275.44662,0.102216184,-5.2150726,5,drone90,90,145,10,205
01:03:30,275.44153,-0.13624907,-5.3385286,5,drone90,90,141,10,210
01:03:35,275.46515,-0.39078772,-5.41465,5,drone90,90,137,10,215
01:03:40,275.48672,-0.5717948,-5.3852906,5,drone90,90,132,10,220
01:03:45,275.50616,-0.7351874,-5.2925825,5,drone90,90,128,10,225
01:03:50,275.54022,-0.91759557,-5.190568,5,drone90,90,124,10,230
01:03:55,275.61267,-1.0538716,-5.15277,5,drone90,90,119,10,235
01:04:00,275.71765,-1.1293631,-5.165097,5,drone90,91,115,10,240
01:04:05,275.82013,-1.2068502,-5.223807,5,drone90,91,111,10,245
01:04:10,275.89487,-1.3160553,-5.345562,6,drone90,91,107,10,250
01:04:15,275.94373,-1.4102639,-5.4365277,6,drone90,90,102,10,255
01:04:20,275.99234,-1.454687,-5.3819036,5,drone90,91,97,10,260
01:04:25,276.04898,-1.3672545,-5.2972136,5,drone90,91,93,10,265
01:04:30,276.1273,-1.0424324,-5.3156753,4,drone90,91,88,10,270
01:04:35,276.19092,-0.5320961,-5.2473593,5,drone90,91,83,10,275
01:04:40,276.13574,-0.14017631,-5.0252895,5,drone90,91,79,10,280
01:04:45,275.945,-0.31329334,-4.878358,5,drone90,91,74,10,285
01:04:50,275.7569,-0.95637095,-4.8048186,5,drone90,91,68,10,290
01:04:55,275.6743,-1.3709459,-4.7197294,5,drone90,91,63,10,295
01:05:00,275.67282,-1.3345774,-4.788608,5,drone90,91,58,10,300
01:05:05,275.71503,-1.2194569,-4.8481655,5,drone90,91,53,10,305
01:05:10,275.79565,-1.2961102,-4.9326906,5,drone90,91,48,10,310
01:05:15,275.8449,-1.5217535,-5.2264314,5,drone90,91,43,10,315
01:05:20,275.76367,-1.7711117,-5.4114223,5,drone90,91,38,10,320
01:05:25,275.70593,-1.9731538,-5.475814,4,drone90,91,33,10,325
01:05:30,275.55664,-2.040659,-5.746858,5,drone90,91,29,10,330
01:05:35,275.4167,-2.0383644,-5.714008,5,drone90,91,24,10,335
01:05:40,275.39243,-1.840224,-5.529391,5,drone90,91,19,10,340
01:05:45,275.3806,-1.600673,-5.3631606,5,drone90,89,15,10,345
01:05:50,275.3804,-1.4922096,-5.21737,7,drone90,83,14,10,350
01:05:55,275.38068,-1.4690756,-5.010582,5,drone90,77,14,10,355
01:06:00,275.39832,-1.4807587,-4.6420407,5,drone90,75,19,10,360
01:06:05,275.43292,-1.5492451,-4.5507326,4,drone90,76,24,10,365
01:06:10,275.517,-1.7105755,-5.057874,5,drone90,76,30,10,370
01:06:15,275.5674,-1.5515683,-5.7670174,4,drone90,76,36,10,375
01:06:20,275.53287,-1.2738723,-5.889993,5,drone90,76,42,10,380
01:06:25,275.52014,-1.2287136,-5.7720733,5,drone90,76,48,10,385
01:06:30,275.52795,-1.1762246,-5.3742657,4,drone90,76,54,10,390
01:06:35,275.54794,-1.1620735,-4.8743334,5,drone90,76,61,10,395
01:06:40,275.57178,-1.1703415,-4.5842457,4,drone90,76,67,10,400
01:06:45,275.611,-1.1643535,-4.564456,5,drone90,76,73,10,405
01:06:50,275.65805,-1.2971947,-5.0023956,5,drone90,76,79,10,410
01:06:55,275.62457,-1.2991534,-5.418368,5,drone90,76,85,10,415
