time,theta,u,v,timestep_counter,drone,grid_x,grid_y,grid_z,seconds_after_takeoff,wind_speed,wind_direction
01:00:05,271.60626431357065,6.497902,-2.3309486,6,drone90,55,129,4,5,5.9982104656038615,-1.0916538039760293
01:00:10,271.72133963647644,6.6274643,-2.4606712,5,drone90,55,129,5,10,7.494339241426278,-0.7843762527952797
01:00:15,271.5956145934189,6.4541297,-2.5508313,5,drone90,55,124,7,15,6.746945091272473,-1.337108459802367
01:00:20,271.3120718375012,6.034166,-2.652846,6,drone90,60,123,9,20,7.782978302443672,-0.014588336714847827
01:00:25,272.01101257993474,5.5403204,-2.849278,5,drone90,63,128,10,25,4.996681209788345,-0.3108471688951321
01:00:30,271.4393335560916,5.067295,-3.0902708,6,drone90,63,135,10,30,5.113314591217963,-1.3995013932958527
01:00:35,271.8343298334737,4.679175,-3.3104033,5,drone90,65,140,10,35,3.8320980943281002,-3.0028960747371545
01:00:40,271.95687542762727,4.4387045,-3.5104194,5,drone90,66,147,10,40,6.326285287541501,1.0994852446299457
01:00:45,271.44759119856957,4.2880206,-3.9282653,6,drone90,67,153,10,45,4.5409046456210636,-0.5687016795609598
01:00:50,271.3421454803569,4.087534,-4.287134,5,drone90,69,160,10,50,4.929882046463085,-0.7369987188266216
01:00:55,271.64478686544805,3.7268574,-4.258059,6,drone90,70,167,10,55,5.777091223661168,-0.27614857730941217
01:01:00,271.5693925936181,3.4581885,-4.1143622,5,drone90,71,173,10,60,6.221632327949413,-1.391289593142797
01:01:05,272.1642026761658,3.3985217,-3.8482192,6,drone90,72,179,10,65,3.1805149695021466,-2.3855007842164846
01:01:10,271.2832903012932,3.4081256,-3.4415429,5,drone90,73,185,10,70,4.121220725055311,-0.18456132240445144
01:01:15,271.40331178704196,3.426504,-2.9847689,6,drone90,75,192,10,75,3.693705349065434,-0.8457198860817233
01:01:20,271.1958321579795,3.4497879,-2.618549,5,drone90,76,198,10,80,5.9721992478525525,-0.7291482437052882
01:01:25,271.8011244131528,3.4126048,-2.4118934,5,drone90,77,203,10,85,3.628211321195844,-1.7875274954689502
01:01:30,271.6905131006483,3.1980667,-2.2443037,6,drone90,78,209,10,90,3.256029306168912,-0.9056229876760997
01:01:35,271.08971033024596,2.8029408,-2.0283513,5,drone90,79,215,10,95,2.989477639763004,-1.9346372643944294
01:01:40,271.6549490246415,2.3870697,-1.7961285,5,drone90,80,221,10,100,2.9631369591753014,-0.1891786006059747
01:01:45,271.6366864580859,2.0385544,-1.5770105,6,drone90,82,226,10,105,1.977263701928154,-2.1096289868644416
01:01:50,271.292399987363,1.9254019,-1.5429188,5,drone90,83,232,10,110,3.08830759960371,-1.1133076634941823
01:01:55,271.4609436089307,1.9734869,-1.8667423,6,drone90,88,232,10,115,2.181438359517564,-1.151849932108944
01:02:00,271.6232517742912,2.0641053,-2.4700897,5,drone90,90,228,10,120,3.498037799733839,-2.1419410488164443
01:02:05,272.1598515246202,2.2458167,-3.094463,5,drone90,90,224,10,125,4.451930913785099,0.8094728217374335
01:02:10,271.73332209730313,2.5146706,-3.6796834,6,drone90,90,219,10,130,4.551135917789674,0.03564624356272872
01:02:15,271.73001478452085,2.549231,-4.0564957,5,drone90,90,214,10,135,3.833774427770068,-0.17514900510146791
01:02:20,271.90749784417096,2.4751098,-4.093802,6,drone90,90,209,10,140,6.319017247424677,-1.0197157667759682
01:02:25,271.5519279465635,2.6319492,-3.9852307,6,drone90,90,205,10,145,4.147796605683909,0.07864130796461455
01:02:30,271.99852421261784,3.2908802,-4.359701,5,drone90,90,200,10,150,6.699072586643803,-0.4694922016253647
01:02:35,271.00053644442454,3.8811874,-4.7480226,6,drone90,90,194,10,155,5.386635801863827,-1.9717566999110887
01:02:40,271.9698877491147,3.9135454,-4.9773335,6,drone90,90,189,10,160,6.899253555104268,0.6959665861316807
01:02:45,271.121144422385,3.8474016,-5.062477,6,drone90,90,184,10,165,4.276034389179222,-0.9747922672542884
01:02:50,271.5228423238213,3.7359002,-5.1241393,5,drone90,90,178,10,170,7.4693713868469,-0.8314063024414399
01:02:55,271.6194725377974,3.8021476,-5.285064,6,drone90,91,172,10,175,7.998819911516309,-0.3128345874708844
01:03:00,271.6749559241815,3.9616165,-5.559931,5,drone90,90,167,10,180,4.952294161327747,-0.42234293519336685
01:03:05,271.7557236010106,3.9977834,-5.7474504,6,drone90,90,162,10,185,6.896580003270426,-0.12892493341660038
01:03:10,271.1779782620096,3.8330607,-5.9147544,5,drone90,90,158,10,190,6.79590872772126,-0.972645115510759
01:03:15,271.197047438379,3.582707,-5.8961873,5,drone90,90,153,10,195,7.614359043422564,-1.7351294214207775
