time,theta,u,v,timestep_counter,drone,grid_x,grid_y,grid_z,seconds_after_takeoff,wind_speed,wind_direction
01:00:05,290.2821362704116,-1.0617168,0.5383158,4,drone90,55,129,4,5,0.40421872802012515,1.837465869037476
01:00:10,290.3813094506246,-1.0680424,0.6318714,4,drone90,55,129,5,10,-0.9062109033120864,0.8909390737946667
01:00:15,290.38764524326257,-1.0733615,0.7308801,3,drone90,55,124,7,15,0.7064725036108465,4.073536222639873
01:00:20,290.12038909501996,-1.0772238,0.83478284,4,drone90,60,123,9,20,2.68506842420482,2.956339476294637
01:00:25,289.81873290045394,-1.0795766,0.93341345,3,drone90,63,128,10,25,2.127579676230009,1.9163141260452892
01:00:30,289.6633339698049,-1.0786077,1.019079,4,drone90,63,135,10,30,1.5261868639319551,2.852039725991523
01:00:35,290.0455918221668,-1.0714169,1.0906502,3,drone90,65,140,10,35,2.6554218663410882,0.9616891541643386
01:00:40,290.3072203501352,-1.0525608,1.1509917,4,drone90,66,147,10,40,-0.3546976103101991,4.511402834002164
01:00:45,290.1740893331553,-1.020061,1.2128735,4,drone90,67,153,10,45,0.5612079510641625,1.689020818609104
01:00:50,289.9278295280043,-0.9886381,1.2609245,3,drone90,69,160,10,50,3.1912476257153566,1.9244936637047605
01:00:55,289.8131061936968,-0.9621432,1.2970887,4,drone90,70,167,10,55,2.073847834141618,2.295712242422982
01:01:00,290.0752394888988,-0.9534633,1.3099375,4,drone90,71,173,10,60,2.0174417722591675,3.2013703494805483
01:01:05,290.50185505264204,-0.9818415,1.3030971,3,drone90,72,179,10,65,2.4736849948975124,1.0197929555391305
01:01:10,290.25083689157657,-1.0520536,1.3201208,3,drone90,73,185,10,70,2.6191835153240626,2.864397201664125
01:01:15,290.687371974026,-1.2077775,1.4347802,4,drone90,75,192,10,75,3.1717612184384363,1.7310476438631754
01:01:20,290.71606550271315,-1.4441005,1.7280705,4,drone90,76,198,10,80,2.0309584494808064,3.78778921948184
01:01:25,290.19071896575116,-1.5717903,2.0823822,4,drone90,77,203,10,85,2.895476012433206,1.9053871883426918
01:01:30,290.7297938889994,-1.4389826,2.2186375,3,drone90,78,209,10,90,1.9848129898784965,1.9576512424230232
01:01:35,290.32651718565114,-1.1791896,2.129549,4,drone90,79,215,10,95,2.1330661599622127,1.327818841212354
01:01:40,290.2134314066604,-1.0782684,1.9698274,4,drone90,80,221,10,100,1.8198354270225843,2.215584582488678
01:01:45,289.89388271111414,-1.1874887,1.9078178,3,drone90,82,226,10,105,3.4591101678397713,3.2632649799484774
01:01:50,290.5101744510524,-1.3266588,1.8899828,4,drone90,83,232,10,110,1.4967659060100695,2.4596901502764843
01:01:55,290.0648416414865,-1.4397246,1.8513376,3,drone90,88,232,10,115,2.4653779988072064,1.7043661215528416
01:02:00,290.88842450276775,-1.5571067,1.8243276,4,drone90,90,228,10,120,0.518859456770655,1.0662141823615046
01:02:05,290.48101256622806,-1.7262356,1.9718945,4,drone90,90,224,10,125,4.604374036454219,1.9992627035340045
01:02:10,290.1920225268015,-1.8608603,2.5067532,4,drone90,90,219,10,130,4.049603323462042,3.0487284082210335
01:02:15,290.2618152775346,-1.7775066,3.1721153,4,drone90,90,214,10,135,2.5564463268574356,2.901229575580807
