time,theta,u,v,timestep_counter,drone,grid_x,grid_y,grid_z,seconds_after_takeoff
01:00:05,277.2551,9.104039,1.8466669,9,drone90,55,129,4,5
01:00:10,277.18695,7.856432,1.8021798,8,drone90,55,129,5,10
01:00:15,277.22147,7.517044,1.8573549,9,drone90,55,124,7,15
01:00:20,277.2621,7.518499,1.9205481,8,drone90,60,123,9,20
01:00:25,277.2783,7.3330364,1.5581427,9,drone90,63,128,10,25
01:00:30,277.25647,6.7758746,1.273636,9,drone90,63,135,10,30
01:00:35,277.24808,6.6638,1.6280288,8,drone90,65,140,10,35
01:00:40,277.30664,7.3032246,1.8934587,9,drone90,66,147,10,40
01:00:45,277.37967,7.68239,1.4463735,9,drone90,67,153,10,45
01:00:50,277.38007,7.747383,1.2011896,9,drone90,69,160,10,50
01:00:55,277.34158,7.8178115,1.0355041,10,drone90,70,167,10,55
01:01:00,277.41208,8.474774,1.0977635,8,drone90,71,173,10,60
01:01:05,277.40927,9.31937,1.0416893,9,drone90,72,179,10,65
01:01:10,277.3765,9.359531,0.44836223,9,drone90,73,185,10,70
01:01:15,277.29236,8.593295,0.22897577,9,drone90,75,192,10,75
01:01:20,277.24985,8.425515,-0.07663439,9,drone90,76,198,10,80
01:01:25,277.28864,8.645367,-0.60713446,9,drone90,77,203,10,85
01:01:30,277.43393,9.785456,-0.8995323,9,drone90,78,209,10,90
01:01:35,277.3197,9.95664,-0.06771401,10,drone90,79,215,10,95
01:01:40,277.2185,9.413075,-0.0246237,9,drone90,80,221,10,100
01:01:45,277.27484,9.250645,-0.71204543,10,drone90,82,226,10,105
01:01:50,277.3299,8.928078,-0.9188276,9,drone90,83,232,10,110
01:01:55,277.38202,9.066306,-0.97407645,10,drone90,88,232,10,115
01:02:00,277.3532,9.44388,-0.80588436,10,drone90,90,228,10,120
01:02:05,277.27805,9.408449,-0.8625711,10,drone90,90,224,10,125
01:02:10,277.39035,8.918322,-0.7091981,9,drone90,90,219,10,130
01:02:15,277.58386,8.194294,-0.38525173,9,drone90,90,214,10,135
01:02:20,277.57993,8.246843,-0.315973,9,drone90,90,209,10,140
01:02:25,277.634,8.632427,0.7103274,9,drone90,90,205,10,145
01:02:30,277.87848,8.044819,2.519031,8,drone90,90,200,10,150
01:02:35,277.54764,8.012256,3.0151298,10,drone90,90,194,10,155
01:02:40,277.23987,8.135546,3.0592115,9,drone90,90,189,10,160
01:02:45,277.23203,7.4644775,3.2728648,9,drone90,90,184,10,165
01:02:50,277.29324,6.5926533,3.6596694,8,drone90,90,178,10,170
01:02:55,277.3602,6.300671,3.5628157,9,drone90,91,172,10,175
01:03:00,277.52478,6.440743,3.2046783,9,drone90,90,167,10,180
01:03:05,277.71158,6.3795843,3.1588097,9,drone90,90,162,10,185
01:03:10,277.7293,7.3196373,2.9555748,8,drone90,90,158,10,190
01:03:15,277.56747,8.761904,2.0803733,9,drone90,90,153,10,195
01:03:20,277.32724,7.921388,1.9875581,10,drone90,90,149,10,200
01:03:25,277.31366,7.314363,2.029316,10,drone90,90,145,10,205
01:03:30,277.3185,6.8481655,2.0063286,9,drone90,90,141,10,210
01:03:35,277.32535,6.3871355,1.7592537,9,drone90,90,137,10,215
01:03:40,277.3949,6.1614785,1.2071977,9,drone90,90,132,10,220
01:03:45,277.5155,6.4959917,0.763905,9,drone90,90,128,10,225
01:03:50,277.57095,6.96207,0.38272727,9,drone90,90,124,10,230
01:03:55,277.55167,7.2662244,0.46691406,9,drone90,90,119,10,235
01:04:00,277.5027,7.40427,0.47665298,8,drone90,91,115,10,240
01:04:05,277.42236,6.9031925,0.31703,9,drone90,91,111,10,245
01:04:10,277.42352,6.6032605,0.25074047,8,drone90,91,107,10,250
01:04:15,277.4468,6.4173136,0.2643988,9,drone90,90,102,10,255
01:04:20,277.53528,6.1289997,0.5875192,9,drone90,91,97,10,260
01:04:25,277.68304,5.542174,1.2048035,8,drone90,91,93,10,265
01:04:30,277.81668,4.8162193,1.5744683,9,drone90,91,88,10,270
01:04:35,277.92325,4.678926,2.0404265,8,drone90,91,83,10,275
01:04:40,277.9701,5.254404,1.871488,9,drone90,91,79,10,280
01:04:45,277.9304,6.6630807,1.2070503,8,drone90,91,74,10,285
01:04:50,277.92596,6.7054796,1.852244,9,drone90,91,68,10,290
01:04:55,278.04276,6.3011045,2.0054977,8,drone90,91,63,10,295
01:05:00,277.98303,6.326139,1.7975222,8,drone90,91,58,10,300
01:05:05,277.99332,6.2040663,2.0702572,9,drone90,91,53,10,305
01:05:10,278.1506,6.199709,2.7694693,8,drone90,91,48,10,310
01:05:15,277.83554,7.2808676,2.653972,9,drone90,91,43,10,315
01:05:20,277.4693,7.34005,2.8930445,8,drone90,91,38,10,320
01:05:25,277.4704,7.028909,3.0012133,8,drone90,91,33,10,325
01:05:30,277.526,7.280081,3.0180285,9,drone90,91,29,10,330
01:05:35,277.6225,7.613294,3.0698228,8,drone90,91,24,10,335
01:05:40,277.5674,7.6127276,3.3044825,9,drone90,91,19,10,340
01:05:45,277.413,7.413304,3.2253656,9,drone90,89,15,10,345
