time,theta,u,v,timestep_counter,drone,grid_x,grid_y,grid_z,seconds_after_takeoff
01:00:05,285.24698,4.75805,0.94930327,10,drone90,55,129,4,5
01:00:10,285.22278,4.3802915,0.9237616,9,drone90,55,129,5,10
01:00:15,285.25665,4.7682214,1.2421122,9,drone90,55,124,7,15
01:00:20,285.35706,6.284247,1.4720272,8,drone90,60,123,9,20
01:00:25,284.9018,6.7813106,1.3682687,9,drone90,63,128,10,25
01:00:30,284.6386,6.2571096,1.2984421,8,drone90,63,135,10,30
01:00:35,284.56595,5.8730545,1.1098286,8,drone90,65,140,10,35
01:00:40,284.555,5.994185,0.65908426,8,drone90,66,147,10,40
01:00:45,284.63727,5.717282,0.2585815,8,drone90,67,153,10,45
01:00:50,284.789,5.558424,0.324016,8,drone90,69,160,10,50
01:00:55,284.8158,5.9164877,0.80977374,9,drone90,70,167,10,55
01:01:00,284.92566,6.3601985,1.0610555,8,drone90,71,173,10,60
01:01:05,284.829,6.651937,1.001425,9,drone90,72,179,10,65
01:01:10,284.6684,6.512181,0.8925705,9,drone90,73,185,10,70
01:01:15,284.69272,6.625496,0.70372516,9,drone90,75,192,10,75
01:01:20,284.72314,6.839712,0.5023864,9,drone90,76,198,10,80
01:01:25,284.76822,6.7517076,0.68427885,10,drone90,77,203,10,85
01:01:30,284.7433,6.211719,1.0440987,9,drone90,78,209,10,90
01:01:35,284.66992,5.7471113,0.8953149,10,drone90,79,215,10,95
01:01:40,284.6524,5.7470865,0.8261462,9,drone90,80,221,10,100
01:01:45,284.71835,6.177485,0.9764278,9,drone90,82,226,10,105
01:01:50,284.9026,6.689048,1.128408,9,drone90,83,232,10,110
01:01:55,284.98447,6.702044,1.0742965,9,drone90,88,232,10,115
01:02:00,284.93094,6.448134,1.0513555,9,drone90,90,228,10,120
01:02:05,284.8189,5.645145,1.0426297,9,drone90,90,224,10,125
01:02:10,284.79855,5.1644897,1.0178651,9,drone90,90,219,10,130
01:02:15,284.833,5.3650017,0.84353906,9,drone90,90,214,10,135
01:02:20,285.03278,5.5709567,0.61175776,9,drone90,90,209,10,140
