time,theta,u,v,timestep_counter,drone,grid_x,grid_y,grid_z,seconds_after_takeoff
01:00:05,270.73416,2.2304182,-1.4724143,4,drone90,55,129,4,5
01:00:10,270.7344,2.209081,-1.5656387,4,drone90,55,129,5,10
01:00:15,270.739,2.0620837,-1.7030948,4,drone90,55,124,7,15
01:00:20,270.72617,1.8762593,-1.7923521,4,drone90,60,123,9,20
01:00:25,270.7063,1.8212528,-1.7316647,5,drone90,63,128,10,25
01:00:30,270.71527,1.9513018,-1.5597526,4,drone90,63,135,10,30
01:00:35,270.7664,2.167829,-1.376358,5,drone90,65,140,10,35
01:00:40,270.83774,2.3378248,-1.26055,4,drone90,66,147,10,40
01:00:45,270.88925,2.3910296,-1.2434521,5,drone90,67,153,10,45
01:00:50,270.90527,2.3827317,-1.283797,4,drone90,69,160,10,50
01:00:55,270.89096,2.364055,-1.3180124,4,drone90,70,167,10,55
01:01:00,270.8564,2.3137043,-1.2938749,4,drone90,71,173,10,60
01:01:05,270.81845,2.1995478,-1.2137786,3,drone90,72,179,10,65
01:01:10,270.7813,2.0179188,-1.0862012,4,drone90,73,185,10,70
01:01:15,270.74777,1.7893859,-0.90666914,4,drone90,75,192,10,75
01:01:20,270.7279,1.6057196,-0.7395666,3,drone90,76,198,10,80
01:01:25,270.71564,1.452255,-0.5738168,4,drone90,77,203,10,85
01:01:30,270.70807,1.3151067,-0.39083982,4,drone90,78,209,10,90
01:01:35,270.70602,1.2228161,-0.21977326,4,drone90,79,215,10,95
01:01:40,270.7074,1.1770827,-0.08247287,3,drone90,80,221,10,100
01:01:45,270.7107,1.1607612,0.036065243,4,drone90,82,226,10,105
01:01:50,270.71548,1.1590046,0.14313924,4,drone90,83,232,10,110
01:01:55,270.7208,1.1525191,0.22232331,4,drone90,88,232,10,115
01:02:00,270.72772,1.1212997,0.29349285,5,drone90,90,228,10,120
01:02:05,270.7349,1.0717753,0.35621467,4,drone90,90,224,10,125
01:02:10,270.7424,1.0119108,0.4255937,5,drone90,90,219,10,130
01:02:15,270.7501,0.96236724,0.5015951,3,drone90,90,214,10,135
01:02:20,270.75842,0.93261784,0.5795307,4,drone90,90,209,10,140
01:02:25,270.7702,0.9132196,0.67038953,4,drone90,90,205,10,145
01:02:30,270.78302,0.9014699,0.7480292,3,drone90,90,200,10,150
01:02:35,270.8,0.89007294,0.82182044,4,drone90,90,194,10,155
01:02:40,270.8272,0.8772291,0.8975477,4,drone90,90,189,10,160
01:02:45,270.86032,0.87346166,0.950303,3,drone90,90,184,10,165
01:02:50,270.9046,0.88684446,0.9836767,4,drone90,90,178,10,170
01:02:55,270.9631,0.931772,0.9933774,4,drone90,91,172,10,175
01:03:00,271.0251,1.0116693,0.96552485,4,drone90,90,167,10,180
01:03:05,271.08118,1.1048219,0.90502286,3,drone90,90,162,10,185
01:03:10,271.13953,1.2092783,0.8027858,4,drone90,90,158,10,190
01:03:15,271.20862,1.3249433,0.6374593,4,drone90,90,153,10,195
01:03:20,271.27704,1.426871,0.42626548,4,drone90,90,149,10,200
01:03:25,271.3379,1.5181043,0.17492029,4,drone90,90,145,10,205
01:03:30,271.376,1.5943184,-0.06627436,3,drone90,90,141,10,210
01:03:35,271.39682,1.672441,-0.30697343,4,drone90,90,137,10,215
01:03:40,271.4167,1.7621899,-0.5609746,4,drone90,90,132,10,220
