time,theta,u,v,timestep_counter,drone,grid_x,grid_y,grid_z,seconds_after_takeoff,wind_speed,wind_direction
01:00:05,274.7977697364769,-2.8069057,-2.3209689,6,drone90,55,129,4,5,5.259685087971673,1.8254345070761349
01:00:10,274.6720541794023,-2.6721292,-2.1809456,5,drone90,55,129,5,10,3.27766461928787,-0.46669858819648036
01:00:15,275.12283311720984,-2.5268383,-1.9901731,5,drone90,55,124,7,15,3.1075017957708155,1.1236454544865508
01:00:20,275.009740326951,-2.367344,-1.7814186,4,drone90,60,123,9,20,2.7501680585456403,3.106837034084587
01:00:25,275.22516501927794,-2.1592822,-1.6051986,5,drone90,63,128,10,25,2.7569579034362905,1.393552796934821
01:00:30,274.73255812762187,-1.9342679,-1.5383686,4,drone90,63,135,10,30,2.1330690942447044,0.98441934790212
01:00:35,274.7872599945374,-1.7314174,-1.6226982,5,drone90,65,140,10,35,2.6941691128392855,1.6109398776723092
01:00:40,274.4123546682204,-1.5435727,-1.8304665,5,drone90,66,147,10,40,1.6925886066174733,1.9243127993989617
01:00:45,274.8910915422423,-1.3936712,-2.057806,5,drone90,67,153,10,45,2.5060620466263517,0.13308388457009623
01:00:50,275.4939451071056,-1.3739713,-2.2888117,5,drone90,69,160,10,50,2.93126240443473,0.9862740815922525
01:00:55,275.00217643884,-1.738313,-2.552464,5,drone90,70,167,10,55,1.2110836190276906,1.267526646650811
01:01:00,274.64375455178464,-2.3922586,-2.7414067,5,drone90,71,173,10,60,4.0926756497409,0.32893279598841707
01:01:05,274.78221784407333,-2.625693,-2.8315651,4,drone90,72,179,10,65,1.2955666338093295,0.8313711326177728
01:01:10,274.7245233099684,-2.489951,-2.912016,5,drone90,73,185,10,70,4.35899244271698,1.5829177610103464
01:01:15,274.77101022126385,-2.3919635,-3.0079126,4,drone90,75,192,10,75,2.9530246657899957,0.1192546461711893
01:01:20,274.8499373807446,-2.393491,-3.1208198,5,drone90,76,198,10,80,2.0351213736083205,1.5568886171278105
01:01:25,275.5623051085492,-2.406085,-3.1788483,4,drone90,77,203,10,85,4.152972543977622,0.971730223737022
01:01:30,274.9491629029931,-2.4333377,-3.1707149,5,drone90,78,209,10,90,3.383841552302177,0.7439354940872558
01:01:35,275.0547919121114,-2.4924293,-3.069558,4,drone90,79,215,10,95,4.751127721162173,-0.07839831159731026
01:01:40,274.5459744689658,-2.494853,-2.8226564,5,drone90,80,221,10,100,4.746085173524684,-0.14048581855800168
01:01:45,274.89499724925037,-2.354732,-2.579427,5,drone90,82,226,10,105,3.909531619584466,1.0444175717526978
01:01:50,274.5778850120129,-2.5757167,-2.7410069,6,drone90,83,232,10,110,2.8344055750972323,0.09017786624065804
01:01:55,275.51480935337963,-3.4537618,-3.382293,6,drone90,88,232,10,115,4.690082331454081,1.135728313098242
01:02:00,275.04659113354967,-3.937627,-3.8779671,5,drone90,90,228,10,120,6.948964936358381,1.416222145192148
01:02:05,275.3297220864576,-3.7618213,-4.1020575,5,drone90,90,224,10,125,7.18050364009821,0.49641985938498456
01:02:10,274.81804656357576,-3.5408347,-4.177092,6,drone90,90,219,10,130,6.149484108786916,0.18873921113421943
01:02:15,274.86883043523744,-3.380797,-4.1277,5,drone90,90,214,10,135,6.0584126766198985,0.8855576897512164
01:02:20,274.8866362702795,-3.1494648,-4.071154,6,drone90,90,209,10,140,5.562315967237617,0.11693573229943643
01:02:25,274.5474707824937,-2.943056,-4.0684237,5,drone90,90,205,10,145,7.015102939089146,-0.3122149214137673
01:02:30,274.7681408648839,-2.870107,-3.9707363,5,drone90,90,200,10,150,5.131581060112334,0.8987036807888893
01:02:35,275.105193835271,-2.891896,-3.7844107,6,drone90,90,194,10,155,4.880263392347774,0.4249056045889199
