time,theta,u,v,timestep_counter,drone,grid_x,grid_y,grid_z,seconds_after_takeoff,wind_speed,wind_dir
01:00:05,278.66476,-3.0855029,3.7979248,5,drone90,52,125,4,5,4.893317988069389,2.2530635549235143
01:00:10,278.6342,-2.8391337,3.4917157,5,drone90,52,125,5,10,4.50030651135033,2.253477577598151
01:00:15,278.65164,-2.522161,3.2704759,5,drone90,52,120,7,15,4.130049481834547,2.2277221961505855
01:00:20,278.6892,-2.2029872,3.10939,5,drone90,57,119,9,20,3.8107031864819696,2.187200894590223
01:00:25,278.72134,-1.9685837,3.1094816,6,drone90,60,124,10,25,3.6802442316569492,2.1351924874212855
01:00:30,278.78403,-1.9688011,3.0544295,5,drone90,60,131,10,30,3.63396716300952,2.14334657747742
01:00:35,278.87067,-2.0180602,2.8839388,5,drone90,62,136,10,35,3.519896301451149,2.1813600784843743
01:00:40,278.94952,-2.0356443,2.7080126,5,drone90,63,143,10,40,3.387798689102003,2.215391916423833
01:00:45,278.9944,-2.0053496,2.6083124,5,drone90,64,149,10,45,3.2900943138782393,2.2262403072274903
01:00:50,279.0422,-1.877616,2.7063892,4,drone90,66,156,10,50,3.2939314421117873,2.177329922760803
01:00:55,279.15668,-1.6855303,3.1329093,5,drone90,67,163,10,55,3.557545934242393,2.064386041070936
01:01:00,279.11783,-1.6874173,3.7215505,5,drone90,68,169,10,60,4.086234852329164,1.996488873314508
01:01:05,278.8156,-1.8819418,4.0334725,4,drone90,70,175,10,65,4.450910619956717,2.0073531716824746
01:01:10,278.66992,-1.9197966,4.220622,5,drone90,71,181,10,70,4.636730426955567,1.997685352878511
01:01:15,278.72998,-1.8235428,4.4041095,5,drone90,72,188,10,75,4.7667062875136414,1.9633599123341359
01:01:20,278.7,-1.9060472,4.469079,5,drone90,73,194,10,80,4.858568002700882,1.973933962786914
01:01:25,278.6699,-1.9536263,4.3923106,5,drone90,74,199,10,85,4.80718713250525,1.9893035630084253
01:01:30,278.68774,-1.7527235,4.2547,5,drone90,75,205,10,90,4.601577094589664,1.9615617589547494
01:01:35,278.6949,-1.523025,4.1555147,5,drone90,76,211,10,95,4.425822813053082,1.9221003211897987
01:01:40,278.71017,-1.4255503,4.107945,4,drone90,78,217,10,100,4.348264686154132,1.9048163340144697
01:01:45,278.7416,-1.4511276,3.9987445,5,drone90,79,222,10,105,4.253907484626576,1.918913103878312
01:01:50,278.7663,-1.4696472,3.7729077,5,drone90,81,228,10,110,4.049036355132802,1.9422412699311504
01:01:55,278.7747,-1.3127508,3.6159296,4,drone90,85,228,10,115,3.8468508594767226,1.9190463096648234
01:02:00,278.77304,-1.0972097,3.6005886,5,drone90,87,224,10,120,3.7640546478796044,1.86658749541591
01:02:05,278.76175,-0.95444745,3.7066612,4,drone90,87,220,10,125,3.8275719701132913,1.8228167561955022
01:02:10,278.7557,-0.90175736,3.8862147,5,drone90,87,215,10,130,3.9894650055878746,1.7988013799488396
01:02:15,278.7824,-0.9346763,4.0355806,5,drone90,87,210,10,135,4.142406373700926,1.7983922224189808
01:02:20,278.83673,-1.0425441,4.0016646,5,drone90,87,205,10,140,4.135240956865509,1.8256585204262255
01:02:25,278.8793,-1.1688993,3.8524823,5,drone90,87,200,10,145,4.025909269389188,1.8653828122210445
01:02:30,278.89478,-1.2847748,3.714747,5,drone90,87,196,10,150,3.9306477278845584,1.9037763731500235
01:02:35,278.8824,-1.3980563,3.6189358,5,drone90,87,190,10,155,3.879595048776525,1.9394516207391579
01:02:40,278.8424,-1.4932954,3.529749,5,drone90,87,185,10,160,3.8326308398621123,1.9710225789861333
01:02:45,278.78888,-1.5355446,3.4517524,5,drone90,87,180,10,165,3.77789516126307,1.9893671360776324
01:02:50,278.75052,-1.5574358,3.4434388,5,drone90,87,174,10,170,3.7792693791878715,1.9955536767137882
01:02:55,278.73828,-1.6380808,3.4880075,4,drone90,88,168,10,175,3.8535055504546625,2.0098559568138157
01:03:00,278.74088,-1.75723,3.482082,5,drone90,87,163,10,180,3.9003528465542705,2.0381563986486846
01:03:05,278.7541,-1.7839148,3.374352,5,drone90,87,158,10,185,3.816883995298133,2.057115105737843
01:03:10,278.7724,-1.7220386,3.1952527,5,drone90,88,154,10,190,3.6297461008653555,2.0651058979581993
01:03:15,278.79358,-1.6839447,2.966312,5,drone90,88,149,10,195,3.4109641795249166,2.0871193501769696
01:03:20,278.8288,-1.7187344,2.7353475,5,drone90,87,145,10,200,3.2305067533592324,2.1317954477194476
01:03:25,278.91837,-1.8492424,2.6663575,5,drone90,87,141,10,205,3.244866680121698,2.177177809348736
01:03:30,279.12552,-2.011743,3.1376739,5,drone90,87,137,10,210,3.7272117461703473,2.1409302066480524
01:03:35,279.29605,-2.0359201,4.1807814,4,drone90,88,133,10,215,4.650150940364191,2.0239666679082795
01:03:40,279.16687,-1.790604,4.8324003,5,drone90,88,128,10,220,5.153479925667324,1.925652301439234
01:03:45,278.92145,-1.7099879,4.5639753,5,drone90,88,124,10,225,4.873800278751326,1.929278279732081
01:03:50,278.7668,-1.6388752,4.3612137,4,drone90,88,120,10,230,4.658980238018051,1.930254337297967
01:03:55,278.6977,-1.3544858,4.2807117,5,drone90,88,115,10,235,4.489891361816958,1.8772448354174962
01:04:00,278.7444,-1.2549444,4.188669,5,drone90,88,111,10,240,4.3726231759268215,1.8618903075458118
01:04:05,278.79794,-1.3942453,4.093026,5,drone90,88,107,10,245,4.323977543101732,1.8991077304341246
01:04:10,278.79184,-1.5805428,3.8700886,5,drone90,88,102,10,250,4.180394875425263,1.9585227367442766
01:04:15,278.7518,-1.7713085,3.5867805,5,drone90,88,98,10,255,4.000316007186495,2.0295066763814162
01:04:20,278.73123,-1.8783183,3.4801376,4,drone90,88,93,10,260,3.954672850065938,2.0657168816226577
01:04:25,278.72885,-1.9572868,3.6042042,5,drone90,88,89,10,265,4.101372883895328,2.0682930708024756
01:04:30,278.7169,-2.1481342,3.7143543,5,drone90,88,84,10,270,4.290793447270345,2.0951319447192382
01:04:35,278.6874,-2.3569891,3.5097804,4,drone90,88,79,10,275,4.22776017221211,2.162171312942963
01:04:40,278.67084,-2.4408383,3.103496,5,drone90,88,75,10,280,3.9483387682369515,2.2372389790543483
01:04:45,278.68393,-2.3942266,2.7076185,4,drone90,88,70,10,285,3.614349035952368,2.2948444079596246
01:04:50,278.70303,-2.3239522,2.5021613,5,drone90,88,64,10,290,3.414903365997716,2.3192852528972665
01:04:55,278.7155,-2.3264346,2.4448574,4,drone90,88,59,10,295,3.3748519455543406,2.3313797247512618
01:05:00,278.72797,-2.3711042,2.4246001,5,drone90,88,54,10,300,3.3912860056588636,2.3450399906796626
01:05:05,278.74905,-2.4121456,2.3523,5,drone90,88,49,10,305,3.369237552562799,2.368754703474469
01:05:10,278.79077,-2.4235623,2.236364,4,drone90,88,44,10,310,3.2977231785699193,2.39634484581393
01:05:15,278.85394,-2.331678,2.1704493,5,drone90,88,39,10,315,3.185525460509536,2.3919908633915874
01:05:20,278.89868,-2.0758703,2.1641762,4,drone90,88,34,10,320,2.9988157874515284,2.335370865782071
01:05:25,278.91025,-1.7358944,2.1799655,5,drone90,88,29,10,325,2.7866788385355084,2.243273691478713
01:05:30,278.9201,-1.4869169,2.1706908,5,drone90,88,24,10,330,2.6311253137603026,2.1713821034484546
01:05:35,278.9536,-1.3922621,2.144645,5,drone90,88,20,10,335,2.556930959396716,2.146595360032844
01:05:40,279.00958,-1.3542211,2.1625924,5,drone90,88,15,10,340,2.551611388166891,2.130260004428827
01:05:45,279.08124,-1.2982285,2.2713466,5,drone90,86,11,10,345,2.6161828329732253,2.090047365386983
01:05:50,279.16766,-1.2201213,2.5070312,5,drone90,80,10,10,350,2.7881716992479375,2.0237310585081616
01:05:55,279.2801,-1.2442434,2.8965988,5,drone90,74,10,10,355,3.1525269620742344,1.9765172796541233
01:06:00,279.43115,-1.4878535,3.3786354,4,drone90,72,14,10,360,3.6917320059283028,1.9856140948853227
01:06:05,279.5975,-1.898346,3.825133,5,drone90,73,20,10,365,4.270288046889227,2.0314653965176053
01:06:10,279.66562,-2.2419527,4.011642,5,drone90,74,26,10,370,4.595609148437375,2.0804176083924677
01:06:15,279.61475,-2.1593533,3.8798769,4,drone90,73,32,10,375,4.440298574800404,2.0786559531823343
01:06:20,279.50906,-1.6719967,3.5670514,5,drone90,73,38,10,380,3.9394706059384235,2.009119407809429
01:06:25,279.41934,-1.0908198,3.2650247,4,drone90,73,44,10,385,3.4424227119402597,1.893229847506694
01:06:30,279.41415,-0.6797461,3.2148747,5,drone90,73,50,10,390,3.285951018680178,1.7791652128912645
01:06:35,279.46814,-0.7164765,3.6379976,4,drone90,73,56,10,395,3.707878788830348,1.7652503033789557
01:06:40,279.50336,-1.3250687,4.5931854,5,drone90,73,63,10,400,4.780497796097479,1.8516564360890566
01:06:45,279.29016,-1.5573881,5.5336447,5,drone90,73,69,10,405,5.748624301505509,1.8451396968543516
01:06:50,278.8768,-1.3515283,5.7493553,6,drone90,73,75,10,410,5.9060744248052774,1.8016791306156836
01:06:55,278.77533,-1.5280303,5.4789157,5,drone90,73,81,10,415,5.688004381628462,1.8427780557755735
01:07:00,278.81625,-1.8825577,4.9947705,6,drone90,73,87,10,420,5.33776693398087,1.9312367401087354
01:07:05,278.83527,-2.0578687,4.666524,5,drone90,73,93,10,425,5.100124491521329,1.9861284257732965
01:07:10,278.8985,-2.0928693,4.5359983,5,drone90,73,98,10,430,4.995536255947441,2.00308262209383
01:07:15,278.95743,-2.2255654,4.479322,6,drone90,73,104,10,435,5.001746387949029,2.031923315938972
01:07:20,278.92618,-2.278059,4.2960997,5,drone90,73,110,10,440,4.862717906667124,2.058359533341898
01:07:25,278.87607,-2.1266305,3.99564,6,drone90,73,116,10,445,4.526333648012511,2.0599003132886473
01:07:30,278.86642,-1.9583708,3.8351696,5,drone90,73,122,10,450,4.306244541483542,2.0429154806439875
01:07:35,278.94513,-1.8976874,3.8824797,6,drone90,73,128,10,455,4.321442593513288,2.0254295795381676
01:07:40,279.1059,-1.9969606,3.9572752,4,drone90,73,134,10,460,4.432592767950537,2.0381412361382925
01:07:45,279.1508,-2.2383125,4.0653152,5,drone90,72,141,10,465,4.640779085779379,2.074090626324123
01:07:50,279.0225,-2.3207693,4.2258844,4,drone90,72,148,10,470,4.821210336210799,2.073009416717767
01:07:55,278.95978,-2.0376735,4.194024,5,drone90,72,154,10,475,4.66282646097603,2.023061330328538
01:08:00,278.99548,-1.7565774,4.0294495,4,drone90,72,161,10,480,4.395682817861295,1.9818923007882319
01:08:05,279.04648,-1.6539087,3.8727531,5,drone90,72,168,10,485,4.21113174354535,1.974412868134852
01:08:10,279.21527,-1.7947569,4.4045916,5,drone90,72,174,10,490,4.756214828294468,1.957729222802426
01:08:15,279.17502,-2.592527,5.083543,5,drone90,72,180,10,495,5.706452985750254,2.0423994167697845
01:08:20,278.88104,-3.3870845,4.8718286,5,drone90,72,187,10,500,5.933553346681751,2.1783197341715343
01:08:25,278.75424,-3.3082848,4.473438,6,drone90,72,193,10,505,5.563847217326788,2.207569133931738
01:08:30,278.7892,-3.030793,4.1343365,6,drone90,72,200,10,510,5.126250530756495,2.203379394887472
01:08:35,278.77533,-2.827401,3.946345,4,drone90,72,207,10,515,4.854671489794752,2.192484508074635
01:08:40,278.76617,-2.6022813,3.8287911,5,drone90,72,213,10,520,4.629417809160122,2.1677413720479386
01:08:45,278.77643,-2.4590504,3.7830634,4,drone90,72,220,10,525,4.512039179590501,2.1471825462882776
01:08:50,278.8089,-2.5278895,3.8272104,4,drone90,71,226,10,530,4.586694318360273,2.1545206384294264
01:08:55,278.90466,-2.8763955,3.9803245,5,drone90,66,227,10,535,4.910868986006499,2.196564756501491
01:09:00,278.98492,-3.3558588,4.215537,4,drone90,61,227,10,540,5.388185268149792,2.2431357863928607
01:09:05,278.8725,-3.5017836,4.398652,4,drone90,56,226,10,545,5.622332949793436,2.24315702181282
01:09:10,278.756,-3.1860237,4.6203246,5,drone90,56,222,10,550,5.612320948264349,2.174485953011569
01:09:15,278.75873,-2.7694623,4.749935,4,drone90,57,218,10,555,5.49834556347146,2.098661345303796
01:09:20,278.87646,-2.9544466,4.8455467,5,drone90,57,214,10,560,5.6752160781887815,2.118335237107887
01:09:25,278.9248,-3.8825183,4.536049,5,drone90,57,209,10,565,5.970736041748613,2.278720188698765
01:09:30,278.8333,-3.92169,4.188693,4,drone90,57,205,10,570,5.73801372465673,2.3232852424659853
01:09:35,278.75745,-3.468567,4.169492,5,drone90,57,201,10,575,5.423616927065646,2.264683371343743
01:09:40,278.7499,-2.9920564,4.1375723,5,drone90,57,196,10,580,5.106065612436669,2.1968862312496675
01:09:45,278.78506,-2.581263,3.9881644,5,drone90,57,192,10,585,4.750618270982879,2.1452223990328942
01:09:50,278.8307,-2.345611,3.8047922,4,drone90,57,187,10,590,4.469713038719806,2.1232516557991215
01:09:55,278.8754,-2.3001626,3.7064774,5,drone90,57,183,10,595,4.362192419317323,2.1262102868006103
01:10:00,278.93558,-2.3517764,3.7505069,5,drone90,57,178,10,600,4.42686731702505,2.130872469662952
01:10:05,279.08487,-2.4470568,4.0185432,5,drone90,57,174,10,605,4.704973584696568,2.117764364495171
01:10:10,279.48544,-3.060182,3.7278354,5,drone90,57,169,10,610,4.823014684055726,2.258152195617047
01:10:15,279.72305,-4.7363973,2.3568606,5,drone90,57,164,10,615,5.290392355135832,2.679861928204156
01:10:20,279.2956,-5.5267425,1.7921839,5,drone90,57,160,10,620,5.810060739159743,2.828016717714684
01:10:25,279.01953,-5.0981226,2.202602,5,drone90,57,154,10,625,5.553585293757066,2.733772700161568
01:10:30,279.094,-5.1317887,2.2612238,5,drone90,57,149,10,630,5.607886262678134,2.726557475457616
01:10:35,278.93353,-5.4439783,2.320493,5,drone90,57,144,10,635,5.917903978092235,2.7386641490310453
01:10:40,278.75143,-5.608474,2.550446,5,drone90,58,139,10,640,6.1611488707538955,2.7147967686956314
01:10:45,278.74414,-5.418577,2.2952507,5,drone90,57,133,10,645,5.8846539813976735,2.7409175725178496
01:10:50,278.75165,-5.01087,1.8444837,5,drone90,57,128,10,650,5.33956349119155,2.7888880620520684
01:10:55,278.74707,-4.6068506,1.5632709,4,drone90,58,123,10,655,4.8648626247312645,2.81444933710892
01:11:00,278.755,-4.3257236,1.5020978,5,drone90,58,117,10,660,4.579102801244126,2.807371825666797
01:11:05,278.76978,-4.1267304,1.6112852,5,drone90,58,112,10,665,4.4301403803969,2.7693453510538433
01:11:10,278.78104,-3.9417717,1.7157221,5,drone90,58,107,10,670,4.298984352070765,2.7310582260150866
01:11:15,278.78586,-3.8245668,1.7083976,4,drone90,58,103,10,675,4.188786646195769,2.721494328435769
01:11:20,278.79276,-3.7590523,1.5449139,6,drone90,58,98,10,680,4.064139903171211,2.7516525121326882
01:11:25,278.8159,-3.6402886,1.3557496,5,drone90,58,94,10,685,3.884553779932789,2.785077779371374
01:11:30,278.83896,-3.4060166,1.2823616,5,drone90,57,88,10,690,3.6394230796418987,2.7815085023512633
01:11:35,278.85834,-3.1596687,1.2003133,5,drone90,58,83,10,695,3.3799790401593586,2.7785454299207295
01:11:40,278.88217,-3.0661113,1.1583726,4,drone90,58,78,10,700,3.277631093399385,2.7803706641362407
01:11:45,278.92065,-3.0952518,1.2375897,5,drone90,58,73,10,705,3.333498458219132,2.7612286104746158
01:11:50,279.00018,-3.1075006,1.5370257,5,drone90,58,68,10,710,3.466844095349667,2.6822599151182427
01:11:55,279.1817,-2.9998686,2.1624064,5,drone90,58,63,10,715,3.6980012244490834,2.5170207489878056
01:12:00,279.37967,-2.93339,2.8620129,4,drone90,58,58,10,720,4.098279484352722,2.368510025893528
01:12:05,279.2947,-3.0674007,3.187854,6,drone90,58,53,10,725,4.4239530037825325,2.3369405315933083
01:12:10,279.05988,-3.3054547,3.1940086,7,drone90,58,48,10,730,4.596490151259551,2.373339779637835
01:12:15,278.97452,-3.5621805,3.356573,6,drone90,58,44,10,735,4.8944572956467045,2.3859031662337227
01:12:20,279.00833,-3.7512825,3.6644573,6,drone90,58,39,10,740,5.244079299393702,2.3679021869639634
01:12:25,279.11023,-3.8348,4.034148,6,drone90,58,34,10,745,5.5659717144362135,2.330866406928198
01:12:30,279.21646,-3.6507876,4.2643085,4,drone90,58,29,10,750,5.613606423992157,2.2788364166430277
01:12:35,279.33734,-3.3500595,4.5006375,5,drone90,58,24,10,755,5.6105825508539215,2.210673044656163
01:12:40,279.4205,-2.9613023,4.629403,5,drone90,58,20,10,760,5.495514848346266,2.1398772260308334
01:12:45,279.46057,-2.7012677,4.58319,4,drone90,58,15,10,765,5.320007308562958,2.10337480671817
01:12:50,279.48135,-2.5203452,4.4914427,5,drone90,56,10,10,770,5.150261882132435,2.0821549569317384
01:12:55,279.46298,-2.3228493,4.3654833,5,drone90,50,10,10,775,4.945004885042014,2.0597886041882276
01:13:00,279.4077,-2.1685863,4.2415247,5,drone90,44,10,10,780,4.763748347809504,2.0434233387713157
01:13:05,279.38116,-2.0565944,4.155804,5,drone90,42,14,10,785,4.636840240134154,2.030333776832393
01:13:10,279.42398,-1.9254436,4.0732813,5,drone90,43,19,10,790,4.50543600617195,2.012367105838578
01:13:15,279.46426,-1.7882411,3.8614702,4,drone90,43,25,10,795,4.255438677412383,2.0044894282930805
01:13:20,279.46045,-1.7851708,3.5941215,5,drone90,43,31,10,800,4.01304674056195,2.0317939026128133
01:13:25,279.464,-1.8633454,3.5017853,5,drone90,43,37,10,805,3.966680774526386,2.059803067062397
01:13:30,279.52206,-1.7802578,3.5389414,4,drone90,43,43,10,810,3.961492656448425,2.0368794533965886
01:13:35,279.6036,-1.5311618,3.5853093,5,drone90,43,49,10,815,3.898576565163974,1.9744151440156994
01:13:40,279.68112,-1.2652929,3.7063224,5,drone90,43,55,10,820,3.9163493020327196,1.8997782166317734
01:13:45,279.78473,-1.2189724,3.6969774,4,drone90,43,60,10,825,3.8927542444999688,1.8892925863872083
01:13:50,279.89136,-1.6296409,2.9446235,5,drone90,43,66,10,830,3.3654920917608857,2.0762685786748314
01:13:55,279.70782,-2.6490543,1.8839145,4,drone90,43,71,10,835,3.2506341731512545,2.523412688598203
01:14:00,279.16034,-3.5603943,1.745549,5,drone90,43,77,10,840,3.96526781981665,2.685760547697434
01:14:05,278.75903,-3.5897555,2.1048636,5,drone90,43,83,10,845,4.161345374321291,2.6112682141530446
01:14:10,278.76758,-3.2709706,1.9620135,5,drone90,43,89,10,850,3.814281798746208,2.6013010393676943
01:14:15,278.79507,-3.0825658,1.7060366,4,drone90,43,95,10,855,3.5231765201120986,2.636106894364783
01:14:20,278.7772,-2.8679075,1.6094068,5,drone90,43,101,10,860,3.2886294525900133,2.630207955458321
01:14:25,278.7557,-2.6543915,1.5890831,4,drone90,43,107,10,865,3.093699942460138,2.602157619790473
01:14:30,278.7618,-2.5429888,1.6364738,4,drone90,43,113,10,870,3.0240434082552254,2.5697836071439184
01:14:35,278.80222,-2.5611522,1.8442284,5,drone90,43,120,10,875,3.156054337765971,2.517518477915379
01:14:40,278.8625,-2.6007504,2.1488898,5,drone90,43,125,10,880,3.3736671465401264,2.4510447738934698
01:14:45,278.9428,-2.5144088,2.3381171,4,drone90,42,131,10,885,3.4335176112596026,2.3925084027501793
01:14:50,279.08942,-2.5444312,2.4305573,5,drone90,43,136,10,890,3.5187695179020646,2.3790797731122133
01:14:55,279.30087,-2.9464,2.3127782,5,drone90,42,141,10,895,3.745692988272696,2.4760958276963034
01:15:00,279.40756,-3.378221,2.0276318,4,drone90,42,147,10,900,3.940008609281487,2.6010209813024883
01:15:05,279.3233,-3.7487655,1.8300197,5,drone90,43,154,10,905,4.171596202459958,2.6874570190534026
01:15:10,279.14142,-3.9998136,1.8519576,5,drone90,42,159,10,910,4.407749514995461,2.7079716315523292
01:15:15,279.07733,-4.064595,1.9251286,5,drone90,42,165,10,915,4.4974495706525675,2.6992597998014247
01:15:20,279.09814,-4.0572696,1.9938774,5,drone90,42,171,10,920,4.520728225995776,2.684821858925888
01:15:25,279.1195,-3.9778287,2.1198215,4,drone90,42,176,10,925,4.5074121575917525,2.6519655951075016
01:15:30,279.14792,-3.8023095,2.2429805,5,drone90,42,182,10,930,4.414580280974682,2.608633090768798
01:15:35,279.2076,-3.5197048,2.2832763,5,drone90,43,188,10,935,4.195434726138011,2.5661231022120976
01:15:40,279.27863,-3.1844785,2.1924934,5,drone90,42,195,10,940,3.866255375166753,2.5386308501412493
01:15:45,279.32605,-2.8930564,2.016011,4,drone90,42,201,10,945,3.5261984750864435,2.532987485253514
01:15:50,279.33807,-2.651854,1.7674373,5,drone90,42,208,10,950,3.1868737418898934,2.553711551081893
01:15:55,279.2901,-2.4586017,1.4413048,5,drone90,42,214,10,955,2.8499266386603583,2.611360072122281
01:16:00,279.1831,-2.3622139,1.1425868,4,drone90,42,221,10,960,2.6240348901810453,2.6910753805102487
