time,theta,u,v,timestep_counter,drone,grid_x,grid_y,grid_z,seconds_after_takeoff,wind_speed,wind_dir
01:00:05,279.3105,-2.2404652,3.284434,5,drone90,52,125,4,5,3.9758258277705076,2.1694393217784356
01:00:10,279.19714,-2.288557,3.6552541,4,drone90,52,125,5,10,4.312583411114017,2.1301867355985316
01:00:15,279.14716,-2.2190013,3.7856045,5,drone90,52,120,7,15,4.38802554685156,2.100983363026195
01:00:20,279.14795,-2.3437393,3.829843,5,drone90,57,119,9,20,4.4900792098818805,2.119968991998551
01:00:25,279.0887,-2.5933905,3.874719,6,drone90,60,124,10,25,4.6625230953263115,2.160627113026875
01:00:30,279.05908,-2.7306783,3.8217168,5,drone90,60,131,10,30,4.697033455011059,2.191198369083656
01:00:35,279.05597,-2.7927947,3.728171,5,drone90,62,136,10,35,4.6582143833865235,2.213724932923814
01:00:40,279.0716,-2.7772853,3.7204773,5,drone90,63,143,10,40,4.642764798846845,2.212044866419305
01:00:45,279.11478,-2.8387496,3.8645804,6,drone90,64,149,10,45,4.795151818197659,2.204339596726655
01:00:50,279.1231,-2.819242,3.928059,5,drone90,66,156,10,50,4.835056665856668,2.193315418085213
01:00:55,279.092,-2.6200762,3.7965245,5,drone90,67,163,10,55,4.6128513495349805,2.174863934435294
01:01:00,279.09317,-2.4196358,3.5793629,5,drone90,68,169,10,60,4.32047175370214,2.1652300725199716
01:01:05,279.09393,-2.2952695,3.4125233,5,drone90,70,175,10,65,4.11261198639905,2.162896658536761
01:01:10,279.0895,-2.2244759,3.3204072,5,drone90,71,181,10,70,3.9966732420217506,2.16106214004936
01:01:15,279.10736,-2.19088,3.2805321,5,drone90,72,188,10,75,3.9448505717619278,2.1596127887033205
01:01:20,279.16797,-2.1748288,3.2602684,5,drone90,73,194,10,80,3.919085397047122,2.1590784399348273
01:01:25,279.26694,-2.1042085,3.2164426,5,drone90,74,199,10,85,3.84359160298893,2.1501209901050355
01:01:30,279.3755,-1.9634426,3.1621923,5,drone90,75,205,10,90,3.722172347658562,2.1264504297464217
01:01:35,279.4642,-1.8577044,3.1444676,5,drone90,76,211,10,95,3.65222427093807,2.104412563617693
01:01:40,279.52155,-1.8511117,3.1467118,4,drone90,78,217,10,100,3.6508094551943038,2.102545126983607
01:01:45,279.55927,-1.9605545,3.0910158,5,drone90,79,222,10,105,3.6603487024216546,2.1360376246680293
01:01:50,279.5124,-2.307243,3.0980222,5,drone90,81,228,10,110,3.8627854991886155,2.2109270841538766
01:01:55,279.32892,-2.726094,3.6736305,4,drone90,85,228,10,115,4.574620153342378,2.2092034168497285
01:02:00,279.14435,-2.7022593,4.2032976,4,drone90,87,224,10,120,4.996990698270535,2.142157275212597
01:02:05,279.06766,-2.588818,4.0871253,4,drone90,87,220,10,125,4.8380338832033924,2.1354190337961203
01:02:10,279.05893,-2.6794696,3.7980504,5,drone90,87,215,10,130,4.648090379743527,2.185194375190717
01:02:15,279.05164,-2.7380402,3.502967,4,drone90,87,210,10,135,4.446081638915894,2.234238103031828
01:02:20,279.0495,-2.769879,3.261371,5,drone90,87,205,10,140,4.27887490752908,2.274883260647716
01:02:25,279.05527,-2.810073,3.141131,4,drone90,87,200,10,145,4.214642834747685,2.300623022631143
01:02:30,279.0628,-2.863549,3.1237197,5,drone90,87,196,10,150,4.237633495191519,2.312767822271878
01:02:35,279.0644,-2.8559787,3.1637902,5,drone90,87,190,10,155,4.262180517583662,2.3051055440481125
01:02:40,279.07172,-2.7707336,3.2590623,5,drone90,87,185,10,160,4.277668963051051,2.275384909639037
01:02:45,279.09512,-2.7231622,3.3625264,4,drone90,87,180,10,165,4.326915316736139,2.251518201871818
01:02:50,279.12338,-2.70613,3.431394,5,drone90,87,174,10,170,4.370080589661477,2.2385711336579277
01:02:55,279.14563,-2.6735334,3.4476745,4,drone90,88,168,10,175,4.362824807262585,2.2303936703634744
01:03:00,279.16644,-2.6383262,3.4303513,5,drone90,87,163,10,180,4.3275946181473754,2.2264176706855636
01:03:05,279.19012,-2.5822625,3.3912168,4,drone90,87,158,10,185,4.262444252246414,2.2215890723983733
01:03:10,279.21014,-2.4862247,3.322846,5,drone90,88,154,10,190,4.150014313060389,2.213158200716677
01:03:15,279.21954,-2.386042,3.2414205,4,drone90,88,149,10,195,4.024922767406134,2.205348399085592
01:03:20,279.21826,-2.3503602,3.1806846,5,drone90,87,145,10,200,3.954863789616679,2.2071864860072434
01:03:25,279.20905,-2.4222064,3.1563077,4,drone90,87,141,10,205,3.9786130926844656,2.225351889673405
01:03:30,279.19946,-2.613864,3.1521602,5,drone90,87,137,10,210,4.094923556912881,2.2631077327150777
01:03:35,279.19135,-2.85957,3.139474,4,drone90,88,133,10,215,4.2465795155131625,2.3095702030710594
01:03:40,279.19293,-2.9939144,3.113763,5,drone90,88,128,10,220,4.319611493490631,2.3365743935080268
01:03:45,279.2214,-2.9250321,3.1121192,5,drone90,88,124,10,225,4.270959927351116,2.3252151033398896
01:03:50,279.25928,-2.7295995,3.1502173,4,drone90,88,120,10,230,4.168282915976258,2.2847802740436105
01:03:55,279.3033,-2.4354854,3.1907504,5,drone90,88,115,10,235,4.014035033319131,2.2227523902840716
01:04:00,279.354,-2.028371,3.1337285,5,drone90,88,111,10,240,3.7329001092117706,2.145250570614685
01:04:05,279.3965,-1.6695005,2.910896,6,drone90,88,107,10,245,3.3556739177572443,2.091528861878082
01:04:10,279.43863,-1.5699914,2.6640987,5,drone90,88,102,10,250,3.092296053002631,2.1033216256740594
01:04:15,279.49127,-1.6671679,2.5318472,5,drone90,88,98,10,255,3.0314516408707974,2.1531090194148756
01:04:20,279.55435,-1.7780519,2.4942234,6,drone90,88,93,10,260,3.0631060915680295,2.190106387399556
01:04:25,279.5989,-1.793999,2.5254416,5,drone90,88,89,10,265,3.0977875471070577,2.1884484463540357
01:04:30,279.6353,-1.7368934,2.5672212,5,drone90,88,84,10,270,3.0995843870901467,2.165620724063949
01:04:35,279.69815,-1.7045338,2.6184764,5,drone90,88,79,10,275,3.1243966029778294,2.14784890993009
01:04:40,279.7354,-1.7913264,2.7322319,4,drone90,88,75,10,280,3.267099849517087,2.1511174511581075
01:04:45,279.6065,-2.0466077,2.9456933,4,drone90,88,70,10,285,3.5868805521461375,2.178010087560253
01:04:50,279.2536,-2.4920778,3.3547268,4,drone90,88,64,10,290,4.179072105610416,2.209709357951496
01:04:55,279.02026,-2.7922719,3.3953857,5,drone90,88,59,10,295,4.396069427942886,2.2590309601350604
01:05:00,279.09158,-3.2525554,3.3415978,4,drone90,88,54,10,300,4.663195523140113,2.342692075860592
01:05:05,279.13535,-3.4588623,4.1593018,5,drone90,88,49,10,305,5.40957668157542,2.2645089211131957
01:05:10,279.1549,-2.903318,4.6169105,4,drone90,88,44,10,310,5.453908504378695,2.132155330532635
01:05:15,279.18695,-2.2373803,4.498045,5,drone90,88,39,10,315,5.023771434774187,2.0323711687849677
01:05:20,279.2519,-1.9112303,4.283314,4,drone90,88,34,10,320,4.690370996225575,1.9904887161729352
01:05:25,279.3397,-1.8310741,3.9586754,5,drone90,88,29,10,325,4.361644561659738,2.0040353518839016
01:05:30,279.44907,-1.8183107,3.6523407,5,drone90,88,24,10,330,4.079932155148046,2.0327208953423614
01:05:35,279.5253,-1.7908646,3.5657456,5,drone90,88,20,10,335,3.990205220217692,2.036235344170395
